index, variant, time sec,  cycles, instructions, L1-misses, LLC-misses, branch-misses, task-clock,   scale,  IPC, CPUs,  GHz 
 PGMCache,      64,     0.66, 1529.17,       741.79,     23.16,      10.51,          6.37,     442.03, 1500000, 0.49, 1.00, 3.46 
 PGMCache,     256,     0.67, 1556.25,       735.44,     27.09,      14.37,          6.81,     447.55, 1500000, 0.47, 1.00, 3.48 
 PGMCache,    1024,     0.75, 1730.47,       710.51,     32.02,      20.52,          7.29,     499.21, 1500000, 0.41, 1.00, 3.47 
 PGMCache,    2048,     0.80, 1850.55,       750.73,     35.33,      24.19,          7.50,     533.92, 1500000, 0.41, 1.00, 3.47 
 PGMCache,    4096,     0.86, 1983.37,       736.61,     39.06,      27.75,          7.95,     571.83, 1500000, 0.37, 1.00, 3.47 
 PGMCache,    8192,     0.91, 2118.41,       735.88,     40.93,      29.73,          7.64,     609.78, 1500000, 0.35, 1.00, 3.47 
 BTree,      32,     0.57, 1321.27,       373.03,     26.06,       9.86,          6.65,     378.42, 1500000, 0.28, 1.00, 3.49 
 BTree,       1,     0.72, 1668.44,       376.91,     29.28,      11.28,          5.50,     480.91, 1500000, 0.23, 1.00, 3.47 
 BTree,       4,     0.64, 1486.29,       366.01,     27.73,       9.76,          6.33,     428.75, 1500000, 0.25, 1.00, 3.47 
 BTree,      16,     0.58, 1344.69,       365.06,     26.12,       9.60,          6.51,     385.12, 1500000, 0.27, 1.00, 3.49 
 BTree,      64,     0.56, 1309.38,       372.96,     25.84,      10.38,          6.89,     374.99, 1500000, 0.28, 1.00, 3.49 
 BTree,     128,     0.57, 1304.34,       375.58,     26.79,      11.78,          7.16,     376.78, 1500000, 0.29, 1.00, 3.46 
 BTree,     512,     0.58, 1342.41,       368.93,     31.78,      16.68,          7.66,     384.46, 1500000, 0.27, 1.00, 3.49 
 BTree,    1024,     0.61, 1407.13,       370.33,     35.34,      19.61,          7.95,     406.64, 1500000, 0.26, 1.00, 3.46 
 BTree,    4096,     0.68, 1590.77,       370.43,     40.40,      25.83,          7.87,     455.57, 1500000, 0.23, 1.00, 3.49 
 BTree,   16384,     0.79, 1796.04,       375.68,     46.00,      30.96,          8.28,     523.36, 1500000, 0.21, 1.00, 3.43 
 BTree,   65536,     0.89, 2062.58,       376.13,     53.19,      36.51,          8.52,     590.72, 1500000, 0.18, 1.00, 3.49 
 BTree,  262144,     0.96, 2227.90,       372.73,     63.41,      41.94,          9.05,     638.10, 1500000, 0.17, 1.00, 3.49 
 FITing,     128,     0.63, 1466.26,       411.24,     29.63,      14.28,          7.00,     423.06, 1500000, 0.28, 1.00, 3.47 
 FITing,       8,     0.62, 1425.32,       397.70,     26.97,      10.11,          6.03,     411.00, 1500000, 0.28, 1.00, 3.47 
 FITing,      16,     0.60, 1397.00,       394.35,     26.58,      10.44,          6.37,     403.06, 1500000, 0.28, 1.00, 3.47 
 FITing,      32,     0.62, 1431.46,       397.37,     27.16,      11.68,          6.55,     413.07, 1500000, 0.28, 1.00, 3.47 
 FITing,      64,     0.64, 1473.04,       400.42,     27.98,      13.17,          6.82,     425.95, 1500000, 0.27, 1.00, 3.46 
 FITing,     256,     0.63, 1452.36,       399.07,     31.78,      15.72,          7.49,     419.06, 1500000, 0.27, 1.00, 3.47 
 FITing,     512,     0.64, 1463.30,       400.96,     33.23,      17.23,          7.54,     423.34, 1500000, 0.27, 1.00, 3.46 
 FITing,    1024,     0.64, 1469.59,       397.27,     35.84,      19.44,          7.89,     425.15, 1500000, 0.27, 1.00, 3.46 
