index, variant, time sec,  cycles, instructions, L1-misses, LLC-misses, branch-misses, task-clock,   scale,  IPC, CPUs,  GHz 
 PGMMod,    1024,     0.56, 1098.98,       299.44,     23.44,      16.97,          4.59,     317.29, 1750000, 0.27, 1.00, 3.46 
 PGMMod,    2048,     0.63, 1236.44,       306.51,     27.07,      20.59,          4.86,     357.92, 1750000, 0.25, 1.00, 3.45 
 PGMMod,    4096,     0.72, 1425.85,       316.62,     31.17,      24.10,          5.20,     412.01, 1750000, 0.22, 1.00, 3.46 
 PGMMod,    8192,     0.76, 1510.11,       300.18,     33.34,      25.38,          5.18,     436.18, 1750000, 0.20, 1.00, 3.46 
 PGMCache,      16,     0.59, 1166.59,       674.02,     14.37,       5.01,          5.93,     336.76, 1750000, 0.58, 1.00, 3.46 
 PGMCache,       4,     0.55, 1097.85,       659.58,     13.77,       4.74,          5.08,     317.07, 1750000, 0.60, 1.00, 3.46 
 PGMCache,       8,     0.56, 1114.24,       661.65,     14.18,       4.94,          5.36,     321.51, 1750000, 0.59, 1.00, 3.47 
 PGMCache,      32,     0.57, 1126.23,       671.06,     15.18,       5.73,          5.93,     326.24, 1750000, 0.60, 1.00, 3.45 
 PGMCache,      64,     0.58, 1153.71,       672.73,     15.89,       7.05,          5.98,     334.00, 1750000, 0.58, 1.00, 3.45 
 PGMCache,     256,     0.63, 1254.15,       667.77,     19.87,      11.25,          6.45,     361.12, 1750000, 0.53, 1.00, 3.47 
 PGMCache,    1024,     0.74, 1459.01,       675.38,     25.11,      17.02,          7.02,     420.52, 1750000, 0.46, 1.00, 3.47 
 PGMCache,    2048,     0.79, 1556.95,       664.25,     28.36,      20.55,          6.17,     449.59, 1750000, 0.43, 1.00, 3.46 
 PGMCache,    4096,     0.87, 1723.86,       669.95,     31.87,      23.99,          6.55,     497.37, 1750000, 0.39, 1.00, 3.47 
 PGMCache,    8192,     0.95, 1876.62,       676.06,     33.18,      25.36,          7.60,     541.13, 1750000, 0.36, 1.00, 3.47 
 BTree,      32,     0.55, 1091.69,       495.85,     22.87,       7.52,          5.90,     312.66, 1750000, 0.45, 1.00, 3.49 
 BTree,       1,     0.70, 1377.98,       537.31,     26.33,       8.73,          5.39,     398.22, 1750000, 0.39, 1.00, 3.46 
 BTree,       4,     0.60, 1184.83,       513.59,     23.58,       7.46,          5.49,     344.86, 1750000, 0.43, 1.00, 3.44 
 BTree,      16,     0.55, 1088.54,       502.56,     22.60,       7.38,          5.72,     311.75, 1750000, 0.46, 1.00, 3.49 
 BTree,      64,     0.54, 1074.39,       492.84,     23.14,       8.47,          5.78,     307.69, 1750000, 0.46, 1.00, 3.49 
 BTree,     128,     0.54, 1075.90,       483.61,     24.14,      10.07,          6.00,     310.14, 1750000, 0.45, 1.00, 3.47 
 BTree,     512,     0.56, 1122.74,       476.77,     28.10,      13.66,          6.53,     321.52, 1750000, 0.42, 1.00, 3.49 
 BTree,    1024,     0.60, 1193.89,       472.69,     30.69,      15.95,          6.60,     341.94, 1750000, 0.40, 1.00, 3.49 
 BTree,    4096,     0.70, 1396.00,       456.87,     36.65,      22.18,          6.80,     399.80, 1750000, 0.33, 1.00, 3.49 
 BTree,   16384,     0.85, 1680.79,       443.26,     42.21,      27.53,          6.99,     486.57, 1750000, 0.26, 1.00, 3.45 
 BTree,   65536,     0.90, 1786.09,       431.96,     48.87,      31.75,          7.00,     511.51, 1750000, 0.24, 1.00, 3.49 
 BTree,  262144,     0.99, 1985.29,       431.46,     57.26,      36.50,          7.49,     568.54, 1750000, 0.22, 1.00, 3.49 
 FITing,     128,     0.48, 951.41,       481.52,     21.48,       8.66,          5.12,     275.13, 1750000, 0.51, 1.00, 3.46 
 FITing,       8,     0.56, 1104.61,       487.88,     22.41,       7.32,          5.16,     319.00, 1750000, 0.44, 1.00, 3.46 
 FITing,      16,     0.53, 1051.48,       511.09,     21.45,       6.95,          5.13,     303.79, 1750000, 0.49, 1.00, 3.46 
 FITing,      32,     0.51, 1001.26,       479.16,     21.40,       7.25,          5.00,     290.27, 1750000, 0.48, 1.00, 3.45 
 FITing,      64,     0.49, 973.57,       475.76,     21.16,       7.71,          5.08,     282.51, 1750000, 0.49, 1.00, 3.45 
 FITing,     256,     0.48, 944.49,       445.51,     21.95,      10.36,          4.91,     273.16, 1750000, 0.47, 1.00, 3.46 
 FITing,     512,     0.53, 1042.60,       420.36,     23.04,      12.78,          4.82,     302.09, 1750000, 0.40, 1.00, 3.45 
 FITing,    1024,     0.53, 1057.25,       393.93,     24.48,      15.45,          4.91,     305.57, 1750000, 0.37, 1.00, 3.46 
