index, variant, time sec,  cycles, instructions, L1-misses, LLC-misses, branch-misses, task-clock,   scale,  IPC, CPUs,  GHz 
 PGMCache,    2048,     0.81, 1402.45,       650.14,     23.85,      17.71,          5.52,     404.13, 2000000, 0.46, 1.00, 3.47 
 PGMCache,    4096,     0.88, 1525.04,       655.49,     26.26,      20.29,          5.68,     439.81, 2000000, 0.43, 1.00, 3.47 
 PGMCache,    8192,     0.94, 1636.08,       660.81,     27.88,      21.75,          5.57,     471.62, 2000000, 0.40, 1.00, 3.47 
 BTree,      32,     0.57, 997.95,       362.10,     14.75,       7.42,          4.97,     285.80, 2000000, 0.36, 1.00, 3.49 
 BTree,       1,     0.72, 1245.02,       374.52,     17.06,       8.44,          4.11,     359.49, 2000000, 0.30, 1.00, 3.46 
 BTree,       4,     0.64, 1105.99,       365.16,     15.71,       7.18,          4.73,     320.00, 2000000, 0.33, 1.00, 3.46 
 BTree,      16,     0.58, 1013.36,       363.94,     14.90,       7.17,          4.87,     290.22, 2000000, 0.36, 1.00, 3.49 
 BTree,      64,     0.57, 996.62,       367.07,     15.36,       7.84,          5.14,     285.43, 2000000, 0.37, 1.00, 3.49 
 BTree,     128,     0.56, 976.05,       364.17,     17.03,       8.85,          5.34,     281.77, 2000000, 0.37, 1.00, 3.46 
 BTree,     512,     0.59, 1021.77,       366.01,     21.22,      12.40,          5.84,     292.62, 2000000, 0.36, 1.00, 3.49 
 BTree,    1024,     0.61, 1056.21,       372.98,     23.69,      14.52,          5.91,     307.05, 2000000, 0.35, 1.00, 3.44 
 BTree,    4096,     0.65, 1141.31,       373.90,     28.13,      18.51,          5.86,     326.88, 2000000, 0.33, 1.00, 3.49 
 BTree,   16384,     0.76, 1314.21,       372.42,     32.89,      22.60,          6.09,     379.57, 2000000, 0.28, 1.00, 3.46 
 BTree,   65536,     0.83, 1456.44,       382.42,     39.26,      26.41,          6.15,     417.13, 2000000, 0.26, 1.00, 3.49 
 BTree,  262144,     0.92, 1603.26,       369.40,     46.57,      29.81,          6.40,     459.16, 2000000, 0.23, 1.00, 3.49 
 FITing,     128,     0.48, 825.25,       396.53,     14.29,       7.47,          4.06,     238.69, 2000000, 0.48, 1.00, 3.46 
 FITing,       8,     0.61, 1063.10,       401.64,     15.52,       7.44,          4.49,     306.57, 2000000, 0.38, 1.00, 3.47 
 FITing,      16,     0.58, 995.56,       392.11,     13.98,       7.20,          4.38,     288.18, 2000000, 0.39, 1.00, 3.45 
 FITing,      32,     0.54, 927.92,       398.92,     13.63,       6.99,          4.41,     268.09, 2000000, 0.43, 1.00, 3.46 
 FITing,      64,     0.49, 842.89,       390.46,     13.83,       6.77,          4.05,     244.45, 2000000, 0.46, 1.00, 3.45 
 FITing,     256,     0.48, 828.24,       378.31,     14.55,       8.92,          4.11,     240.26, 2000000, 0.46, 1.00, 3.45 
 FITing,     512,     0.51, 877.12,       367.61,     15.51,      10.95,          4.11,     254.35, 2000000, 0.42, 1.00, 3.45 
 FITing,    1024,     0.54, 926.97,       361.50,     16.85,      13.44,          4.23,     267.81, 2000000, 0.39, 1.00, 3.46 
