index, variant, time sec,  cycles, instructions, L1-misses, LLC-misses, branch-misses, task-clock,   scale,  IPC, CPUs,  GHz 
   PGM,      16,     0.38, 876.67,       286.16,     13.78,       6.09,          4.13,     254.34, 1500000, 0.33, 1.00, 3.45 
   PGM,       4,     0.37, 853.02,       275.51,     13.29,       5.76,          3.41,     247.42, 1500000, 0.32, 1.00, 3.45 
   PGM,       8,     0.38, 863.35,       278.01,     13.18,       5.80,          3.51,     250.40, 1500000, 0.32, 1.00, 3.45 
   PGM,      32,     0.39, 897.56,       294.99,     14.01,       6.72,          4.50,     260.19, 1500000, 0.33, 1.00, 3.45 
   PGM,      64,     0.41, 932.49,       295.76,     14.75,       8.19,          4.49,     271.37, 1500000, 0.32, 1.00, 3.44 
   PGM,     256,     0.44, 1014.32,       286.03,     19.97,      13.06,          4.84,     293.32, 1500000, 0.28, 1.00, 3.46 
   PGM,    1024,     0.55, 1264.08,       299.08,     26.29,      19.98,          5.55,     364.30, 1500000, 0.24, 1.00, 3.47 
   PGM,    2048,     0.62, 1428.25,       306.60,     30.26,      24.08,          5.79,     413.36, 1500000, 0.21, 1.00, 3.46 
   PGM,    4096,     0.71, 1634.15,       316.52,     34.80,      28.18,          6.20,     472.32, 1500000, 0.19, 1.00, 3.46 
   PGM,    8192,     0.75, 1742.19,       300.21,     36.99,      29.52,          6.22,     502.04, 1500000, 0.17, 1.00, 3.47 
 PGMMod,      16,     0.39, 896.01,       294.65,     13.69,       6.05,          4.12,     260.70, 1500000, 0.33, 1.00, 3.44 
 PGMMod,       4,     0.38, 877.71,       275.53,     13.13,       5.66,          3.33,     255.68, 1500000, 0.31, 1.00, 3.43 
 PGMMod,       8,     0.38, 866.42,       278.02,     13.43,       5.93,          3.61,     252.46, 1500000, 0.32, 1.00, 3.43 
 PGMMod,      32,     0.39, 889.81,       292.40,     14.13,       6.71,          4.46,     257.65, 1500000, 0.33, 1.00, 3.45 
 PGMMod,      64,     0.40, 919.49,       295.75,     15.00,       8.16,          4.47,     266.46, 1500000, 0.32, 1.00, 3.45 
 PGMMod,     256,     0.44, 1010.74,       286.02,     19.90,      13.13,          4.61,     292.12, 1500000, 0.28, 1.00, 3.46 
 PGMMod,    1024,     0.55, 1263.13,       299.09,     26.18,      19.88,          5.43,     364.87, 1500000, 0.24, 1.00, 3.46 
 PGMMod,    2048,     0.63, 1463.02,       306.60,     30.29,      24.14,          5.80,     423.30, 1500000, 0.21, 1.00, 3.46 
 PGMMod,    4096,     0.70, 1608.53,       316.51,     34.68,      28.00,          6.20,     463.79, 1500000, 0.20, 1.00, 3.47 
 PGMMod,    8192,     0.76, 1751.62,       300.21,     37.02,      29.72,          6.20,     506.00, 1500000, 0.17, 1.00, 3.46 
 PGMCache,      16,     0.55, 1261.43,       712.48,     17.08,       6.03,          5.52,     365.72, 1500000, 0.56, 1.00, 3.45 
 PGMCache,       4,     0.53, 1213.78,       695.64,     15.96,       5.55,          4.64,     350.74, 1500000, 0.57, 1.00, 3.46 
 PGMCache,       8,     0.54, 1232.50,       698.05,     16.26,       5.73,          4.89,     357.15, 1500000, 0.57, 1.00, 3.45 
 PGMCache,      32,     0.54, 1243.30,       709.02,     17.42,       6.69,          5.58,     359.01, 1500000, 0.57, 1.00, 3.46 
 PGMCache,      64,     0.55, 1266.14,       710.99,     18.31,       8.14,          5.65,     365.72, 1500000, 0.56, 1.00, 3.46 
 PGMCache,     256,     0.61, 1394.55,       705.20,     23.00,      13.12,          6.19,     403.70, 1500000, 0.51, 1.00, 3.45 
 PGMCache,    1024,     0.71, 1642.45,       714.06,     29.14,      19.94,          6.89,     473.18, 1500000, 0.43, 1.00, 3.47 
 PGMCache,    2048,     0.77, 1786.73,       704.10,     33.10,      24.06,          7.45,     514.65, 1500000, 0.39, 1.00, 3.47 
 PGMCache,    4096,     0.85, 1967.26,       710.74,     37.06,      28.03,          7.57,     565.68, 1500000, 0.36, 1.00, 3.48 
 PGMCache,    8192,     0.91, 2115.00,       714.85,     38.56,      29.60,          7.55,     608.81, 1500000, 0.34, 1.00, 3.47 
 BTree,      32,     0.53, 1230.41,       497.71,     23.40,       8.48,          6.83,     352.44, 1500000, 0.40, 1.00, 3.49 
 BTree,       1,     0.68, 1574.44,       539.36,     27.61,      10.29,          6.19,     453.83, 1500000, 0.34, 1.00, 3.47 
 BTree,       4,     0.59, 1359.62,       509.83,     24.71,       8.81,          6.27,     392.49, 1500000, 0.37, 1.00, 3.46 
 BTree,      16,     0.53, 1237.12,       499.37,     23.56,       8.57,          6.70,     354.30, 1500000, 0.40, 1.00, 3.49 
 BTree,      64,     0.52, 1209.21,       493.00,     23.85,       9.57,          6.74,     346.29, 1500000, 0.41, 1.00, 3.49 
 BTree,     128,     0.52, 1208.45,       483.15,     25.07,      11.42,          7.00,     349.54, 1500000, 0.40, 1.00, 3.46 
 BTree,     512,     0.56, 1292.03,       480.55,     29.90,      15.78,          7.73,     370.02, 1500000, 0.37, 1.00, 3.49 
 BTree,    1024,     0.58, 1345.36,       475.88,     33.11,      18.42,          7.73,     385.31, 1500000, 0.35, 1.00, 3.49 
 BTree,    4096,     0.66, 1539.51,       454.54,     39.03,      25.19,          8.05,     440.90, 1500000, 0.30, 1.00, 3.49 
 BTree,   16384,     0.77, 1793.82,       443.28,     46.02,      31.08,          8.31,     516.24, 1500000, 0.25, 1.00, 3.47 
 BTree,   65536,     0.85, 1986.34,       434.17,     54.53,      36.74,          8.49,     568.89, 1500000, 0.22, 1.00, 3.49 
 BTree,  262144,     0.97, 2259.49,       433.39,     65.50,      42.97,          9.15,     647.07, 1500000, 0.19, 1.00, 3.49 
 FITing,     128,     0.46, 1070.41,       477.94,     22.63,      10.01,          5.99,     309.67, 1500000, 0.45, 1.00, 3.46 
 FITing,       8,     0.54, 1250.90,       489.07,     23.55,       8.46,          6.06,     361.50, 1500000, 0.39, 1.00, 3.46 
 FITing,      16,     0.52, 1189.42,       511.08,     22.33,       8.14,          5.89,     344.74, 1500000, 0.43, 1.00, 3.45 
 FITing,      32,     0.49, 1130.38,       478.28,     22.35,       8.43,          5.84,     326.83, 1500000, 0.42, 1.00, 3.46 
 FITing,      64,     0.50, 1150.14,       477.90,     22.36,       8.96,          5.90,     333.70, 1500000, 0.42, 1.00, 3.45 
 FITing,     256,     0.46, 1069.34,       443.05,     23.66,      12.05,          5.80,     309.37, 1500000, 0.41, 1.00, 3.46 
 FITing,     512,     0.51, 1161.45,       422.19,     25.17,      14.88,          5.65,     336.93, 1500000, 0.36, 1.00, 3.45 
 FITing,    1024,     0.54, 1248.99,       393.74,     26.89,      18.09,          5.75,     362.00, 1500000, 0.32, 1.00, 3.45 
