index, variant, time sec,  cycles, instructions, L1-misses, LLC-misses, branch-misses, task-clock,   scale,  IPC, CPUs,  GHz 
 PGMMod,    8192,     0.79, 2610.54,       390.44,     52.09,      43.75,         10.83,     752.29, 1050000, 0.15, 1.00, 3.47 
 PGMCache,      16,     0.60, 1962.48,       896.16,     28.20,      10.19,          9.48,     566.68, 1050000, 0.46, 1.00, 3.46 
 PGMCache,       4,     0.59, 1954.41,       889.58,     28.44,       9.06,          9.36,     565.82, 1050000, 0.46, 1.00, 3.45 
 PGMCache,       8,     0.58, 1915.41,       889.66,     27.92,       9.14,          9.24,     554.36, 1050000, 0.46, 1.00, 3.46 
 PGMCache,      32,     0.60, 1988.99,       873.42,     29.82,      11.79,          9.79,     574.07, 1050000, 0.44, 1.00, 3.46 
 PGMCache,      64,     0.64, 2093.41,       890.70,     35.68,      14.16,         10.60,     605.70, 1050000, 0.43, 1.00, 3.46 
 PGMCache,     256,     0.66, 2170.02,       899.95,     38.59,      20.15,         11.23,     625.97, 1050000, 0.41, 1.00, 3.47 
 PGMCache,    1024,     0.76, 2518.06,       906.60,     48.10,      30.02,         11.83,     726.01, 1050000, 0.36, 1.00, 3.47 
 PGMCache,    2048,     0.82, 2704.33,       902.11,     53.27,      35.59,         12.22,     780.33, 1050000, 0.33, 1.00, 3.47 
 PGMCache,    4096,     0.88, 2901.48,       906.31,     58.08,      40.93,         12.56,     835.60, 1050000, 0.31, 1.00, 3.47 
 PGMCache,    8192,     0.96, 3187.44,       914.41,     60.44,      43.84,         12.79,     919.01, 1050000, 0.29, 1.00, 3.47 
 BTree,      32,     0.53, 1778.21,       375.86,     28.30,      14.19,          9.45,     509.26, 1050000, 0.21, 1.00, 3.49 
 BTree,       1,     0.68, 2235.13,       381.11,     30.72,      16.13,          7.83,     644.56, 1050000, 0.17, 1.00, 3.47 
 BTree,       4,     0.62, 1962.29,       369.05,     29.23,      13.58,          9.04,     568.76, 1050000, 0.19, 0.97, 3.45 
 BTree,      16,     0.54, 1796.45,       367.42,     28.11,      13.62,          9.27,     514.47, 1050000, 0.20, 1.00, 3.49 
 BTree,      64,     0.54, 1782.79,       376.85,     28.70,      15.17,          9.79,     510.57, 1050000, 0.21, 1.00, 3.49 
 BTree,     128,     0.53, 1723.13,       366.91,     30.55,      16.89,         10.19,     500.03, 1050000, 0.21, 1.00, 3.45 
 BTree,     512,     0.55, 1823.60,       368.69,     36.56,      23.75,         10.90,     522.25, 1050000, 0.20, 1.00, 3.49 
 BTree,    1024,     0.57, 1888.32,       369.81,     41.71,      27.99,         11.23,     546.47, 1050000, 0.20, 1.00, 3.46 
 BTree,    4096,     0.65, 2163.74,       371.54,     48.55,      36.79,         11.19,     619.70, 1050000, 0.17, 1.00, 3.49 
 BTree,   16384,     0.75, 2483.28,       374.55,     55.47,      43.79,         11.61,     715.67, 1050000, 0.15, 1.00, 3.47 
 BTree,   65536,     0.85, 2821.96,       376.16,     63.86,      51.13,         11.73,     808.15, 1050000, 0.13, 1.00, 3.49 
 BTree,  262144,     0.87, 2886.13,       372.04,     76.26,      57.19,         12.30,     826.58, 1050000, 0.13, 1.00, 3.49 
 FITing,     128,     0.55, 1811.05,       397.30,     31.34,      18.37,          9.81,     524.76, 1050000, 0.22, 1.00, 3.45 
 FITing,       8,     0.58, 1907.47,       388.04,     27.74,      14.54,          8.59,     550.69, 1050000, 0.20, 1.00, 3.46 
 FITing,      16,     0.58, 1904.62,       391.81,     27.23,      14.75,          8.80,     551.79, 1050000, 0.21, 1.00, 3.45 
 FITing,      32,     0.56, 1857.75,       397.11,     28.14,      16.15,          9.08,     537.98, 1050000, 0.21, 1.00, 3.45 
 FITing,      64,     0.54, 1768.17,       396.33,     29.50,      16.23,          9.16,     510.83, 1050000, 0.22, 1.00, 3.46 
 FITing,     256,     0.55, 1809.11,       394.16,     34.71,      20.86,         10.42,     523.63, 1050000, 0.22, 1.00, 3.45 
 FITing,     512,     0.59, 1958.17,       400.58,     38.16,      23.97,         10.23,     566.26, 1050000, 0.20, 1.00, 3.46 
 FITing,    1024,     0.59, 1941.51,       394.53,     41.69,      27.85,         11.20,     560.46, 1050000, 0.20, 1.00, 3.46 
