index, variant, time sec,  cycles, instructions, L1-misses, LLC-misses, branch-misses, task-clock,   scale,  IPC, CPUs,  GHz 
 PGMMod,       8,     0.35, 1138.62,       292.93,     16.77,       8.91,          5.93,     330.57, 1050000, 0.26, 1.00, 3.44 
 PGMMod,      32,     0.35, 1147.07,       306.94,     18.20,       9.85,          7.01,     334.32, 1050000, 0.27, 1.00, 3.43 
 PGMMod,      64,     0.39, 1288.83,       310.08,     19.18,      12.61,          7.65,     375.57, 1050000, 0.24, 1.00, 3.43 
 PGMMod,     256,     0.46, 1509.75,       329.60,     27.62,      21.25,          8.32,     436.85, 1050000, 0.22, 1.00, 3.46 
 PGMMod,    1024,     0.57, 1877.24,       321.13,     37.85,      31.03,          8.88,     543.48, 1050000, 0.17, 1.00, 3.45 
 PGMMod,    2048,     0.62, 2051.56,       329.03,     43.53,      36.77,          9.40,     592.01, 1050000, 0.16, 1.00, 3.47 
 PGMMod,    4096,     0.68, 2255.86,       343.52,     48.54,      41.47,          9.73,     650.30, 1050000, 0.15, 1.00, 3.47 
 PGMMod,    8192,     0.75, 2493.95,       352.29,     52.05,      44.46,         10.51,     718.73, 1050000, 0.14, 1.00, 3.47 
 PGMCache,      16,     0.04, 121.69,        89.11,      7.43,       2.95,          0.01,      41.30, 1050000, 0.73, 1.00, 2.95 
 PGMCache,       4,     0.03,  91.55,        76.99,      7.39,       3.06,          0.00,      30.68, 1050000, 0.84, 1.00, 2.98 
 PGMCache,       8,     0.03,  91.58,        76.99,      7.39,       3.06,          0.00,      30.69, 1050000, 0.84, 1.00, 2.98 
 PGMCache,      32,     0.03,  91.45,        76.99,      7.39,       3.06,          0.00,      30.65, 1050000, 0.84, 1.00, 2.98 
 PGMCache,      64,     0.03,  90.77,        77.00,      7.39,       3.00,          0.00,      31.35, 1050000, 0.85, 1.00, 2.89 
 PGMCache,     256,     0.03,  93.85,        76.99,      7.39,       2.98,          0.00,      32.71, 1050000, 0.82, 1.00, 2.87 
 PGMCache,    1024,     0.03,  93.81,        76.99,      7.39,       2.97,          0.00,      32.70, 1050000, 0.82, 1.00, 2.87 
 PGMCache,    2048,     0.03,  90.70,        76.99,      7.39,       2.99,          0.00,      31.95, 1050000, 0.85, 1.00, 2.84 
 PGMCache,    4096,     0.03,  91.49,        76.99,      7.39,       3.06,          0.00,      30.66, 1050000, 0.84, 1.00, 2.98 
 PGMCache,    8192,     0.03,  93.69,        76.99,      7.39,       2.97,          0.00,      32.65, 1050000, 0.82, 1.00, 2.87 
 BTree,      32,     0.54, 1796.62,       380.58,     28.88,      15.23,         10.59,     514.56, 1050000, 0.21, 1.00, 3.49 
 BTree,       1,     0.70, 2309.64,       384.98,     33.81,      18.10,          9.24,     665.96, 1050000, 0.17, 1.00, 3.47 
 BTree,       4,     0.61, 2002.25,       373.62,     30.05,      14.87,         10.14,     577.91, 1050000, 0.19, 1.00, 3.46 
 BTree,      16,     0.54, 1808.60,       371.55,     28.63,      14.52,         10.25,     518.03, 1050000, 0.21, 1.00, 3.49 
 BTree,      64,     0.53, 1778.36,       381.52,     30.41,      15.77,         10.91,     509.33, 1050000, 0.21, 1.00, 3.49 
 BTree,     128,     0.54, 1765.39,       383.40,     31.78,      17.71,         11.27,     510.07, 1050000, 0.22, 1.00, 3.46 
 BTree,     512,     0.55, 1842.30,       373.16,     37.89,      24.47,         12.02,     527.64, 1050000, 0.20, 1.00, 3.49 
 BTree,    1024,     0.58, 1921.31,       373.98,     42.82,      28.89,         12.43,     553.85, 1050000, 0.19, 1.00, 3.47 
 BTree,    4096,     0.67, 2223.88,       375.78,     49.74,      37.63,         12.36,     636.99, 1050000, 0.17, 1.00, 3.49 
 BTree,   16384,     0.74, 2428.82,       379.12,     57.24,      44.69,         12.70,     704.78, 1050000, 0.16, 1.00, 3.45 
 BTree,   65536,     0.83, 2765.57,       379.47,     66.50,      52.37,         12.76,     792.10, 1050000, 0.14, 1.00, 3.49 
 BTree,  262144,     0.89, 2952.17,       376.68,     77.74,      58.64,         13.40,     845.52, 1050000, 0.13, 1.00, 3.49 
 FITing,     128,     0.43, 1400.64,       371.69,     28.28,      14.90,          9.29,     405.55, 1050000, 0.27, 1.00, 3.45 
 FITing,       8,     0.52, 1701.57,       387.40,     26.91,      13.87,          9.05,     493.15, 1050000, 0.23, 1.00, 3.45 
 FITing,      16,     0.49, 1603.09,       395.84,     25.61,      12.50,          9.01,     463.56, 1050000, 0.25, 1.00, 3.46 
 FITing,      32,     0.46, 1502.71,       379.96,     25.86,      12.10,          9.32,     435.02, 1050000, 0.25, 1.00, 3.45 
 FITing,      64,     0.42, 1382.57,       373.95,     26.34,      12.24,          9.05,     400.37, 1050000, 0.27, 1.00, 3.45 
 FITing,     256,     0.45, 1493.90,       368.10,     31.36,      18.81,          9.77,     432.30, 1050000, 0.25, 1.00, 3.46 
 FITing,     512,     0.50, 1658.67,       370.92,     35.87,      23.38,         10.18,     479.46, 1050000, 0.22, 1.00, 3.46 
 FITing,    1024,     0.55, 1817.41,       379.55,     40.54,      28.84,         10.75,     524.93, 1050000, 0.21, 1.00, 3.46 
